@timestamp,@message
2026-03-26 02:43:03.836,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.8364,2368.23,BENCHMARK,
"
2026-03-26 02:43:03.836,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.8364,2291.46,BENCHMARK,
"
2026-03-26 02:43:03.836,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.8365,1982.61,BENCHMARK,
"
2026-03-26 02:43:03.836,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.8365,1843.14,BENCHMARK,
"
2026-03-26 02:43:03.836,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.8365,1802.80,BENCHMARK,
"
2026-03-26 02:43:03.836,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.8366,1760.83,BENCHMARK,
"
2026-03-26 02:43:03.836,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.8366,1526.31,BENCHMARK,
"
2026-03-26 02:43:03.836,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.8367,1513.14,BENCHMARK,
"
2026-03-26 02:43:03.713,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.7130,1078.81,BENCHMARK,
"
2026-03-26 02:43:03.712,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.7127,2340.21,BENCHMARK,
"
2026-03-26 02:43:03.712,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.7128,2060.21,BENCHMARK,
"
2026-03-26 02:43:03.712,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.7128,1930.06,BENCHMARK,
"
2026-03-26 02:43:03.712,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.7129,1728.39,BENCHMARK,
"
2026-03-26 02:43:03.712,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.7130,1711.78,BENCHMARK,
"
2026-03-26 02:43:03.077,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492983.0768,2426.96,BENCHMARK,
"
2026-03-26 02:43:02.915,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492982.9155,2266.84,BENCHMARK,
"
2026-03-26 02:43:02.915,"[METRICS] AWS,Worker,execution_benchmark_queue,1774492982.9155,2260.78,BENCHMARK,
"
